,popularity
184832,31
63410,46
106015,4
156092,55
36186,39
118933,51
3060,60
209568,38
201218,29
109691,70
31279,25
162422,38
217634,59
179105,32
127707,30
195377,0
94630,64
91708,50
42630,62
15634,61
138378,32
94786,61
166317,78
91345,55
38981,43
123085,43
151675,56
137256,26
186495,31
151151,73
186571,25
18903,67
209458,46
82921,10
48762,38
27703,43
33185,26
148468,47
139623,52
88066,55
185230,34
190051,13
216212,43
120798,53
229440,42
210909,30
148009,46
121130,50
1944,50
197195,34
192585,61
100665,57
33688,18
144425,50
58292,24
144717,47
129574,24
111203,60
201412,39
57655,0
106195,9
194809,5
121879,52
84956,29
188937,23
170738,24
49543,27
56476,56
78574,60
134325,29
191184,23
111246,65
139509,64
197481,34
189011,25
1240,71
149793,70
222781,66
45838,62
57631,1
108840,75
160265,30
73554,0
69294,59
134612,34
217590,35
124789,35
136974,21
153292,53
14739,72
145080,44
178312,36
88896,51
23798,44
91470,52
198108,41
75550,3
45634,71
200893,34
16600,55
134701,45
171771,22
68273,63
94965,55
6621,65
89479,67
51322,29
227806,0
194107,8
104894,51
122235,47
112278,65
168234,34
23770,42
60856,49
208752,44
76401,0
195571,2
216101,43
42682,49
200016,41
12774,42
105978,6
186119,20
147480,39
174054,15
128478,27
186778,29
198662,46
132078,33
30988,22
123329,46
69764,60
25047,50
187746,30
223268,62
192822,60
154679,50
185620,39
27255,45
93130,65
15756,62
21946,65
96023,52
91917,53
178548,31
170945,22
82851,12
96926,57
173364,15
224180,60
117863,53
167999,35
55758,1
214743,60
111971,64
186810,41
177848,36
65221,45
210373,34
184105,32
108800,70
149113,63
77374,66
142975,53
223819,58
232214,46
171760,19
209673,38
74942,1
122855,53
18068,54
24758,37
203162,29
124657,37
209109,40
16743,55
151231,63
87242,75
37856,32
152463,74
39077,37
38144,29
474,0
191416,18
227337,51
197841,53
220923,29
187011,26
205330,27
70741,58
36744,35
38087,30
135974,33
67274,69
10662,50
50436,26
144134,53
207651,51
98718,51
105458,12
79096,64
145659,55
166725,70
47161,39
93619,67
149007,41
4581,38
127924,35
43195,53
66914,74
133095,59
22645,53
98536,56
10186,49
39529,37
35734,13
41010,70
177593,3
43107,53
144085,50
1582,58
14473,61
84595,44
7777,36
128528,28
100224,48
185282,24
122201,47
106740,5
28548,40
104838,0
50326,26
126616,35
103945,47
134266,27
194815,2
92964,70
213135,58
69439,59
140295,62
83391,46
23564,50
176760,36
129197,25
224928,54
57639,1
31819,27
204474,29
51616,31
139870,50
43936,48
211076,31
117020,65
187197,22
228432,50
5323,55
89570,53
74091,0
93056,66
10064,48
103895,48
76955,0
18544,51
127797,34
167076,67
185969,30
68086,64
202452,39
162582,34
187821,36
78993,60
33626,15
202773,28
142997,52
99228,53
188464,17
164958,30
135448,25
40754,66
103058,50
75840,1
105476,4
4111,39
148285,45
215914,47
223149,57
144761,46
56962,62
216844,32
190710,15
183760,16
65996,45
192839,59
114477,70
213684,54
137251,27
65052,47
184206,14
72902,5
107394,3
60066,57
629,7
141571,57
193906,8
177601,37
199196,44
64609,42
129657,24
135341,25
188237,25
216407,43
15923,68
87408,74
140043,57
17286,71
223709,58
13469,46
14058,74
181063,35
152813,64
98982,50
83632,52
181024,38
215297,47
212689,62
120673,61
200170,32
153258,57
173153,18
52274,32
17415,54
52807,37
167503,42
122127,53
211420,12
42777,48
81672,9
21524,60
163182,31
176960,46
45582,28
209432,39
165226,28
197887,49
19465,60
91092,50
52785,36
186586,56
204538,31
130825,26
131846,36
41184,62
156494,50
74242,0
10813,46
14041,70
153504,53
126669,34
21472,56
11945,50
136994,27
125377,40
95680,57
37654,29
67527,67
131030,41
11491,45
92592,49
71880,21
225850,54
220992,27
62674,42
113470,61
78850,61
67655,67
197,71
182631,26
216526,44
17929,50
204871,32
155985,56
169845,25
133281,35
176350,35
191466,33
208191,43
128111,30
86988,86
210036,42
117242,63
74474,0
49179,29
125503,39
4238,44
71775,28
34114,23
144213,45
211828,10
217184,39
22391,54
14616,68
36356,43
7887,36
173520,16
180938,37
228898,47
176383,37
179879,28
54453,0
217169,34
206352,25
119683,54
40124,44
24179,41
135062,35
183192,18
31880,31
186381,27
128745,29
126199,32
63733,50
173715,26
4229,38
190928,13
224864,60
200140,37
41636,54
227791,46
215277,51
134548,34
32200,24
81579,8
68202,76
141040,49
29364,39
63721,41
137760,28
3232,60
14225,63
79395,14
12796,44
6341,50
53813,20
7776,36
166672,68
28174,37
55679,1
109102,71
45738,62
194847,3
66721,71
127594,28
4025,39
93629,60
211721,10
91840,50
53360,26
191556,14
79545,21
74713,0
30600,22
36062,43
7489,39
26220,32
100421,51
230579,43
118140,60
55552,1
7428,39
176690,32
126331,40
112738,61
114623,68
141640,56
182002,39
162984,25
77961,59
95897,53
204981,28
122736,49
178112,39
170965,23
11412,49
205633,24
131660,37
120330,53
71875,19
193666,55
37403,31
219249,34
131647,43
153200,52
35648,18
131465,39
169263,29
44443,50
29628,26
24964,46
113306,64
99043,51
86933,38
95271,54
16581,60
175338,13
208582,36
61360,49
48295,39
21336,45
80866,14
30999,26
190166,14
210540,41
186973,22
24506,48
34586,18
24673,41
198811,42
170944,21
132507,33
65355,55
11358,46
183763,13
130804,30
27474,48
38309,27
35016,17
204352,41
38518,35
214824,47
43559,50
32460,25
146009,58
59346,10
27542,44
145905,53
71123,23
104368,29
106923,6
69798,63
95684,53
195618,0
67924,67
197832,56
104006,58
58714,23
155735,54
22810,48
132320,36
154672,56
130744,24
19337,59
49283,38
91628,55
140145,54
115962,64
75053,1
209330,39
99191,61
203241,25
85261,52
132214,37
142080,46
5275,47
42287,54
89581,54
15261,67
88698,53
182261,35
34605,26
58067,30
231680,38
59027,15
44750,46
95849,57
164255,21
75947,0
8837,35
187506,28
162453,36
89051,53
42963,53
119219,53
171944,19
106421,15
112948,65
42544,60
6203,54
106979,5
42914,56
89786,58
40026,34
212252,9
181896,44
88585,55
51952,21
154146,54
121560,55
120970,50
18736,46
156076,57
128387,31
116273,63
196220,0
31538,25
219405,28
87294,74
170744,22
95568,57
41538,59
231075,47
126526,3
159133,51
192541,64
190904,14
109334,74
117318,56
141352,48
15493,66
118241,59
71924,28
35470,8
96643,60
19851,48
17810,68
228306,49
17221,52
7066,38
35908,11
175740,29
153969,53
111581,73
29579,21
181420,37
228168,50
157103,45
23562,52
96507,58
176076,40
170532,24
132450,33
30921,26
7994,36
165616,12
128154,28
13482,44
227850,57
153975,56
18614,59
54228,0
64979,46
52474,28
51288,28
198784,42
133021,30
74201,0
134923,40
116879,60
15658,64
108788,76
17595,52
143878,52
50571,28
99593,0
202140,34
106501,6
226357,56
1641,60
162218,29
232044,35
225132,58
145123,53
37873,42
178207,33
72840,4
80623,19
121187,51
231338,40
151532,64
76972,0
7095,38
79243,60
34888,12
183406,18
227752,50
172368,20
91560,49
31008,21
116838,60
174258,13
205198,30
75893,2
69305,61
178599,42
97764,57
81964,8
89896,52
161544,41
86964,89
144101,47
143345,44
114654,67
48161,38
98376,50
232668,37
87473,82
35240,15
131593,36
52876,27
64699,51
132372,40
27281,45
149917,66
24929,43
66722,78
125767,34
223693,64
43606,52
183112,24
62095,58
6057,47
29458,30
194651,3
196061,0
2365,41
18655,53
101719,44
220226,29
33621,15
144410,46
122009,49
73049,2
194355,7
199902,36
228280,46
200536,36
129407,28
100728,52
151948,57
21817,55
95556,59
80875,12
224265,62
63087,42
97105,56
60393,54
68537,64
141770,49
156302,65
221476,33
206627,28
123847,41
164651,30
39437,30
76980,0
171807,22
102177,49
181223,37
61839,47
64374,39
174778,14
50908,24
222422,67
72745,7
116664,61
65866,39
2605,64
132537,32
41479,58
226524,55
90724,50
132965,31
125978,40
154764,53
4552,38
108755,73
89084,55
62232,52
203571,31
113256,59
172680,17
112633,69
37987,32
54302,3
153122,49
156517,60
48151,47
67368,70
76692,0
9833,62
182302,35
119347,54
149734,64
47442,44
158609,51
26654,34
131646,46
164288,28
39781,28
140938,51
184307,11
58487,26
90246,50
69062,58
34835,23
158995,54
163669,34
198792,41
195982,0
178447,40
40752,64
28855,43
3653,41
112005,72
10990,47
106394,11
144750,46
2503,61
15385,64
19467,59
78584,55
83399,45
127420,34
211253,13
183050,24
115729,65
18158,67
15448,57
159227,43
104576,0
92904,73
94428,54
10472,51
58006,34
52469,33
150376,64
90570,54
136756,38
155886,48
30469,26
108374,76
147753,46
143213,53
105124,30
213032,58
159572,47
64797,44
92359,55
107829,97
25119,41
144821,45
230893,48
186272,21
89493,51
122255,55
40910,60
198908,37
11506,44
75865,3
101394,61
154409,56
2884,51
205131,27
208256,42
70854,57
82289,5
76682,0
181735,82
225304,58
210088,40
113963,69
191224,27
220517,28
137133,30
19978,55
115161,66
126035,38
136566,34
133419,42
187689,20
113979,63
41778,51
158719,57
49721,24
121630,50
163514,24
89050,61
94772,57
222110,70
167403,45
106131,12
100527,48
209626,39
191603,42
133029,48
139085,71
141861,49
116672,62
115716,64
208660,41
98543,51
203456,36
210639,30
159982,38
217160,35
227307,47
76889,0
20120,57
132389,38
9739,50
170335,23
62279,51
149258,66
171195,21
229655,49
69057,65
107852,87
159464,42
53039,24
230154,42
18508,61
67506,67
140618,49
214518,51
112831,61
150898,62
138996,78
26550,34
164228,35
169433,28
168580,29
63047,43
222433,62
29852,23
131448,39
80128,12
51353,27
82720,11
147111,42
181200,33
201266,41
220299,26
58638,27
162824,46
309,23
112987,67
60746,53
193218,61
196191,13
136803,38
27785,55
183638,19
111243,68
160831,48
27236,44
68807,67
67542,69
124957,38
191691,14
190075,14
229388,41
155661,60
123176,53
207426,55
67085,73
47151,46
177227,41
104996,0
50555,30
51935,32
184055,16
21940,54
36988,33
29067,29
87014,83
69948,58
89136,52
121337,49
110411,67
186310,30
126224,34
55394,0
49653,41
167666,38
87383,74
52489,33
118599,55
61628,54
189401,18
27920,40
52661,26
160205,40
66249,52
115295,76
200651,40
20034,53
44351,47
105371,10
158291,47
184544,13
222793,66
159064,38
15403,65
188534,22
147716,43
109606,76
168221,33
21261,47
206087,30
195604,0
139254,57
192061,65
147146,43
165980,22
84250,51
226946,55
217396,31
30186,28
136,63
178049,45
61634,52
151634,56
216698,42
29578,29
208851,45
175763,12
27368,43
224365,57
216132,43
229865,38
37709,32
199211,39
28737,27
27899,46
126460,35
5159,54
106956,4
56163,2
46180,47
100102,53
141847,51
230876,46
5198,52
43665,57
61938,44
188177,26
75836,0
94776,52
60796,52
189662,17
216521,43
82811,7
147416,56
150808,64
78755,59
178457,43
192379,59
59510,0
93178,65
154531,58
185835,28
4601,39
86124,49
111271,61
215792,45
42813,59
103203,53
230326,46
56792,57
123333,47
212209,12
190023,15
29273,30
137233,39
139609,61
29446,32
146889,51
75998,0
2558,54
85465,45
162489,27
178560,35
72747,8
171625,22
22037,44
32665,16
222967,61
214289,51
61241,45
2638,58
109137,69
160289,41
101224,54
115526,64
5497,61
58189,30
141392,51
7693,36
45884,56
34223,10
128919,31
101733,47
89505,56
39204,33
87200,80
99130,54
26780,28
16406,60
134642,29
73171,3
159615,48
90804,51
201695,35
220938,28
123889,37
133972,29
195113,17
97210,72
105475,4
42653,54
70091,62
157591,47
152105,57
219830,30
122859,62
149412,77
212685,62
103029,44
200806,40
696,42
182875,29
196105,0
16758,55
166753,71
218091,25
27964,43
226462,55
75556,0
4213,40
227911,43
137994,36
61157,55
24000,50
28752,32
134829,35
122383,67
161061,42
18477,56
228899,51
77028,0
16146,61
36063,36
44852,44
64403,48
216122,45
160970,34
97523,54
58376,28
130414,31
77359,74
93152,66
177714,40
22906,55
216310,47
209340,45
203632,25
108795,71
201988,43
133561,33
22017,52
70397,58
179591,35
34188,23
70343,61
18690,54
74469,0
108078,77
109688,69
16125,68
100252,52
141092,50
193305,60
167056,68
86802,45
83167,12
175218,12
14950,68
176766,36
158955,41
11706,47
156363,51
204743,30
11242,42
58025,32
30545,24
106099,11
145318,46
146086,53
225514,56
100348,53
52128,33
166522,72
62267,45
61068,46
128567,33
229269,38
80738,15
131673,52
2314,43
123953,12
25435,38
30952,24
175427,15
139390,58
69318,60
60780,56
87958,66
141215,59
180815,42
167018,67
12409,48
212843,61
141788,54
45139,28
185068,28
204835,21
178930,34
168209,33
136970,31
27667,36
20153,49
231234,36
195416,1
102394,48
66662,84
231940,41
204409,23
2620,63
224744,66
113808,63
230618,39
192364,64
4392,40
169108,27
223570,65
197240,39
123071,46
194753,5
221367,26
112530,65
218624,34
169176,27
21177,51
54411,0
223135,56
21442,44
40691,64
229711,47
88801,56
58297,30
182510,34
189762,18
180285,40
67450,76
160446,38
67687,67
230253,48
59180,21
170224,23
118711,55
141540,55
108998,75
123086,43
18425,52
84170,42
32038,24
15885,58
161133,38
163519,19
198544,42
225653,55
185395,31
78347,55
22699,52
217965,32
1419,67
163904,27
85419,45
143081,49
115452,63
72612,8
102091,49
93339,68
120549,51
4668,39
34646,16
33403,24
85945,43
68634,63
21826,54
70038,59
26128,40
78271,59
161946,37
216790,30
50301,33
111879,65
151381,57
60313,51
216207,52
201251,29
172804,19
50633,24
210618,46
219170,29
206885,28
48442,32
108040,86
58176,19
224904,69
157289,35
122699,49
58057,37
169859,26
231513,37
147315,48
104692,25
25494,33
147113,53
134668,27
130125,36
136159,24
90182,56
232040,44
83018,9
165738,38
225587,57
78940,63
68350,60
20930,41
92477,47
75942,0
20859,47
57328,59
125723,41
75345,0
19196,52
38991,27
29303,30
226180,62
32108,17
164359,26
119888,53
134138,33
118790,55
157575,33
64784,43
178171,44
226739,54
192560,56
217346,38
180593,36
36537,32
224797,57
163916,31
232197,41
103887,53
188042,22
33889,21
149447,61
74935,1
86482,1
136462,23
99825,51
197459,42
93947,58
161034,32
180956,32
177470,38
102292,48
113886,71
58596,23
179898,43
1209,67
130968,58
29947,23
115120,55
215024,49
202853,30
60523,53
29733,26
25413,30
37480,28
46671,47
204615,22
178176,35
53328,22
175397,14
133499,38
134896,29
17262,51
7638,37
98473,58
89507,53
119531,56
15098,70
149810,69
223128,57
214205,52
60752,49
195950,2
188111,16
205031,22
119788,58
11429,46
194158,7
93841,62
29918,29
206264,22
67163,70
193069,59
123091,49
76353,0
3419,57
25029,39
184253,15
1278,68
128673,32
95417,56
3663,40
95831,57
53746,26
4429,38
229708,44
60376,40
775,43
50032,31
45247,15
96864,56
58033,29
139335,68
123324,48
31154,21
18456,51
120389,62
1511,76
17063,52
116219,61
98188,60
179287,41
77680,61
220627,24
134045,27
8761,34
121425,62
230112,36
206429,23
8484,38
164365,23
148580,43
30089,28
81062,21
40710,71
90436,53
98624,54
23341,45
119040,60
87357,75
86280,45
37934,28
31183,14
163181,30
144368,49
143694,51
44075,51
105561,7
124132,40
229368,38
122382,47
212917,59
482,1
36159,34
217812,26
6263,50
225417,54
48715,30
114015,71
82898,4
176213,41
80929,14
34180,17
178895,32
217526,32
68233,65
70624,58
180220,31
38592,28
3000,52
75349,2
28508,30
219481,27
3607,41
60054,57
34312,21
207710,53
229646,52
167468,44
126705,33
68728,69
85140,52
91323,55
66895,73
86930,46
80001,7
26639,35
144465,50
101283,53
74703,2
142921,46
66564,45
134333,43
218448,26
151277,62
13581,77
23568,44
74293,0
3418,53
104455,19
72907,3
40056,31
161140,39
221077,31
212745,62
184681,19
1051,48
103812,54
46695,46
57332,56
65353,42
226219,61
24731,55
149753,56
32707,21
85137,47
33205,18
149262,61
190764,25
157121,37
5465,54
53898,63
206043,27
89229,53
160468,39
122723,61
142801,48
153056,56
179063,36
42692,50
6903,54
79484,19
39939,32
57917,0
115545,62
157538,32
49511,28
45608,17
169577,25
103948,47
147289,44
170703,24
155817,49
67227,70
57239,57
35583,17
84715,41
151069,59
143876,47
8675,37
176091,37
14016,0
168013,36
51511,28
54546,0
109274,71
116904,58
151738,59
213764,57
42750,54
19182,59
24892,52
10407,23
118369,58
12784,42
221841,66
97488,53
92792,48
4645,39
193629,51
104038,0
67987,66
45242,10
168128,32
126102,5
209999,38
206614,26
87223,74
230676,44
79123,56
168832,28
173858,16
125579,35
158307,51
106660,10
7286,37
201668,31
107094,7
75449,0
14846,68
227240,52
71273,27
110859,67
29713,26
151514,62
82025,14
57863,27
149864,60
100572,55
115872,62
64506,44
131361,42
24935,43
7207,49
78332,60
19205,56
161686,31
84507,42
205386,24
52892,40
1894,63
119927,53
152617,72
83838,48
35258,25
38410,30
25362,44
28486,34
136522,28
195810,0
46777,45
195945,1
96773,58
203540,32
144515,50
231926,41
41793,52
80008,12
60351,55
220927,38
77977,68
165571,29
61646,59
26755,27
154562,51
223377,64
193297,56
148939,2
198941,37
90373,52
30464,26
157276,38
179745,40
44505,50
81327,10
79934,17
8059,37
93423,64
102012,43
23883,39
42430,55
181334,42
41894,60
53938,67
98359,56
54816,62
150164,63
193551,53
45595,11
90501,51
208873,37
120231,52
230910,37
197725,53
11103,54
205862,34
216958,37
106885,4
94761,64
143198,54
52867,22
58738,22
43086,53
35783,13
95480,58
171196,22
106046,4
41107,61
165642,20
193582,54
86398,42
208491,40
144511,51
134763,27
212028,12
98612,58
125164,32
132734,41
215767,45
160752,34
71359,27
102691,47
227323,58
47832,51
80051,18
33192,29
15652,66
92735,49
212525,66
90679,52
50790,34
48801,32
65213,44
91260,47
1985,42
121513,59
226078,52
53940,61
178839,34
138513,28
142696,48
129866,24
145242,46
86782,0
156299,60
15726,65
45596,10
178676,34
70942,31
219437,24
205882,31
35694,12
131844,37
72414,10
61684,46
59195,21
47737,43
71307,25
95627,67
102298,48
219773,24
138942,77
143871,52
24687,36
34398,25
219929,31
73858,0
3574,56
220302,20
219005,39
64218,38
129431,30
32773,29
111993,65
141522,58
82681,7
124816,45
26316,30
198107,47
209611,34
58771,20
26864,31
147841,43
118115,58
189453,24
174281,15
85416,45
175127,12
214046,53
213228,57
80317,13
149309,63
166464,70
22418,53
1865,61
48650,41
104943,58
133808,28
54484,0
198238,46
27123,40
116354,63
207270,61
78094,61
213609,54
175210,12
148474,47
4227,40
155838,61
201305,33
148748,44
78213,60
60487,47
50927,31
214690,48
113668,60
31988,15
69235,61
85716,50
167667,37
62867,60
47145,39
162360,30
17117,51
46241,52
192878,56
47567,40
230941,38
150788,63
195933,0
83939,51
41208,62
19693,60
218550,32
116028,60
147908,39
114206,73
206198,30
118322,62
47870,31
168937,28
231237,38
176028,40
80121,12
59752,49
208259,42
144404,50
64832,44
73081,1
115082,65
89916,55
6302,55
16704,59
11087,44
67318,71
157568,39
200639,37
146937,46
141049,65
187647,22
184186,11
15058,67
69035,64
161120,37
207944,44
163361,19
155992,59
69756,64
63441,46
185357,51
14421,71
187887,28
213836,53
10037,48
202834,32
208185,46
163499,26
120486,51
199102,35
181814,51
142120,49
66381,42
15969,68
224387,64
161233,32
201879,36
74406,0
13492,52
218427,26
159879,43
22460,55
149531,61
83424,44
39456,29
200812,36
207420,52
217510,28
141201,50
35771,16
78071,80
212123,13
16591,60
101111,51
6113,53
215447,49
20561,67
78622,62
231918,39
20803,51
212712,63
120056,57
175352,12
39904,29
85349,41
204298,35
185662,28
202017,32
136440,30
169947,24
118619,59
30994,27
104877,61
68602,63
183903,16
223303,60
90121,50
21805,49
2399,41
187131,47
171789,20
152962,68
72796,11
38702,25
19097,57
54947,68
221288,47
101976,52
204142,30
10705,46
115360,67
64034,48
43255,56
137471,30
4279,37
42612,55
8389,35
222716,66
206168,23
88978,53
139646,62
56276,0
82623,11
206608,29
36643,30
212882,60
41008,57
150794,63
150717,61
63709,53
121849,51
50821,36
230393,44
155706,58
202468,33
31882,27
115025,70
